subject,runtype,smoothing,split,median_reliability,mean_reliability,maximum_reliability,ROI
04,er,unsmoothed,3,0.035669381424335685,0.03581241454548081,0.4469118852813275,PPA
04,er,unsmoothed,4,0.03189497699652125,0.035401577576131,0.3543857417043872,PPA
04,er,unsmoothed,5,0.03824456110426033,0.02744473487741124,0.4342785933650847,PPA
04,er,unsmoothed,6,0.04539411518809128,0.06869524695068326,0.4633276320461823,PPA
04,er,unsmoothed,7,0.05732722201679225,0.052132405137088056,0.3503356248538148,PPA
04,er,unsmoothed,8,0.04122240503910446,0.03296220887347394,0.46359035547078653,PPA
04,er,unsmoothed,9,0.016404254031739923,0.019338246738189825,0.5903851611949773,PPA
04,er,unsmoothed,10,0.023432415481808282,0.03189675886047419,0.456972280933415,PPA
04,er,sm_2_vox,1,0.1816013558002484,0.16155290512155812,0.5360572531529052,PPA
04,er,sm_2_vox,2,0.07982398751052176,0.09268567099220727,0.35728067914552414,PPA
04,er,sm_2_vox,3,0.09576454071557045,0.09164989274626843,0.4438587294100679,PPA
04,er,sm_2_vox,4,0.14535785299657072,0.14245810432482456,0.4090845116537414,PPA
04,er,sm_2_vox,5,0.12716114538355566,0.12887700547591263,0.4225634723082766,PPA
04,er,sm_2_vox,6,0.13280393710084898,0.13041171134112572,0.41479097866479037,PPA
04,er,sm_2_vox,7,0.12094989020723795,0.1260292926157479,0.5430274422384247,PPA
04,er,sm_2_vox,8,0.10752181490633651,0.11754479594979617,0.46690747165131447,PPA
04,er,sm_2_vox,9,0.04848232453970943,0.035655617727026225,0.3879566113897882,PPA
04,er,sm_2_vox,10,0.08876088972647607,0.11303904451370025,0.4439320726295286,PPA
04,sus,unsmoothed,1,0.05913770575420736,0.08262531455989623,0.5612273409762163,PPA
04,sus,unsmoothed,2,0.05215876369791006,0.06749540412218062,0.5107883039718001,PPA
04,sus,unsmoothed,3,0.039322008111008375,0.0721062614045988,0.5890643349763215,PPA
04,sus,unsmoothed,4,0.06150870998585972,0.053367569966643644,0.578919763412268,PPA
04,sus,unsmoothed,5,0.03662175122604376,0.060874657515065635,0.6445861706078507,PPA
04,sus,unsmoothed,6,0.021531318151565504,0.04092329898676763,0.5666377930786108,PPA
